w_i,state_county_work
28185.508,29151
18036.69,29153
35243.45,29155
31096.494,29157
33283.86,29159
35014.836,29161
30814.293,29163
41660.02,29165
27134.44,29167
49552.45,29169
24281.49,29171
33655.266,29173
35154.152,29175
24473.994,29177
34785.332,29179
23783.344,29181
41265.21,29183
21582.936,29185
36092.676,29186
31961.268,29187
54111.758,29189
36308.066,29195
20828.54,29197
29014.035,29199
35933.906,29201
22834.217,29203
30844.967,29205
32821.598,29207
24184.98,29209
40711.656,29211
31707.559,29213
25662.455,29215
31818.518,29217
29357.7,29219
29398.637,29221
24564.29,29223
26039.14,29225
19227.152,29227
23470.58,29229
59932.94,29510
30112.344,30001
34935.3,30003
29385.525,30005
26045.574,30007
20934.357,30009
20541.975,30011
38510.137,30013
29631.86,30015
31523.875,30017
28107.82,30019
32526.518,30021
27716.396,30023
40070.95,30025
29127.947,30027
33090.113,30029
33890.156,30031
23326.633,30033
34956.996,30035
15496.323,30037
21280.107,30039
34163.45,30041
27027.45,30043
25912.998,30045
26754.674,30047
39514.344,30049
31489.152,30051
27381.066,30053
25085.158,30055
26798.594,30057
22275.861,30059
24661.918,30061
36100.55,30063
21122.45,30065
25578.168,30067
19449.592,30069
28298.062,30071
29920.152,30073
17321.396,30075
30891.625,30077
25734.627,30079
27599.645,30081
37158.66,30083
30120.646,30085
43487.207,30087
23936.986,30089
26275.963,30091
39574.215,30093
36757.227,30095
35977.098,30097
29111.902,30099
34846.93,30101
19771.93,30103
29720.646,30105
23275.83,30107
21381.24,30109
40132.47,30111
36381.73,31001
34425.367,31003
21378.98,31005
29657.719,31007
21026.764,31009
31576.05,31011
43949.566,31013
27574.521,31015
26061.98,31017
36253.008,31019
30138.959,31021
34053.688,31023
26952.178,31025
37271.855,31027
38155.11,31029
25758.826,31031
42142.605,31033
37756.164,31035
37068.2,31037
39067.47,31039
30987.06,31041
38921.6,31043
26987.691,31045
36901.816,31047
24627.678,31049
28393.814,31051
35975.797,31053
51329.63,31055
42884.168,31057
36061.176,31059
29521.033,31061
32713.086,31063
36062.035,31065
31327.24,31067
33599.105,31069
23493.992,31071
39583.06,31073
17113.445,31075
27381.857,31077
39818.324,31079
40546.914,31081
34819.824,31083
42582.16,31085
31058.785,31087
35434.49,31089
18146.885,31091
25894.512,31093
33546.113,31095
30171.738,31097
40331.652,31099
30862.408,31101
22372.514,31103
30462.11,31105
30394.152,31107
41253.824,31109
42189.1,31111
26094.092,31113
14979.592,31115
8389.655,31117
34766.32,31119
31213.707,31121
43037.832,31123
31626.873,31125
41774.88,31127
31122.352,31129
31845.959,31131
27545.566,31133
41926.215,31135
41699.97,31137
32106.805,31139
41171.977,31141
43649.965,31143
35259.055,31145
29753.195,31147
26171.428,31149
39160.324,31151
44457.676,31153
32290.416,31155
38012.55,31157
33924.254,31159
26330.412,31161
27578.152,31163
26400.0,31165
44183.402,31167
38053.43,31169
23027.723,31171
46429.875,31173
34991.527,31175
43664.88,31177
32007.492,31179
31183.518,31181
33605.477,31183
38102.7,31185
29068.377,32001
48680.984,32003
37464.535,32005
42921.996,32007
25645.09,32009
81790.32,32011
43647.52,32013
51454.35,32015
35479.906,32017
36129.6,32019
37149.355,32021
39789.285,32023
47266.832,32027
48014.832,32029
51040.504,32031
45958.957,32033
47652.668,32510
36491.05,33001
31920.084,33003
39090.793,33005
34098.383,33007
46837.605,33009
53690.152,33011
45940.5,33013
48416.04,33015
42851.67,33017
37029.297,33019
48319.438,34001
62105.88,34003
52011.215,34005
50779.492,34007
34743.64,34009
46793.344,34011
63857.42,34013
46016.625,34015
68505.12,34017
56212.44,34019
63978.8,34021
61822.29,34023
51491.816,34025
70856.02,34027
40476.348,34029
50923.83,34031
50958.87,34033
79518.84,34035
39526.766,34037
62915.92,34039
46269.723,34041
43268.13,35001
20074.574,35003
39390.613,35005
35016.277,35006
31827.154,35007
43771.547,35009
29558.578,35011
37973.207,35013
48453.766,35015
32192.889,35017
27117.676,35019
21276.686,35021
34389.594,35023
45508.6,35025
25962.748,35027
70949.71,35028
34531.305,35029
31172.928,35031
19476.998,35033
36768.695,35035
31045.059,35037
29171.81,35039
38615.266,35041
40610.75,35043
43244.234,35045
30930.23,35047
43113.04,35049
28246.527,35051
33869.883,35053
30531.723,35055
29827.664,35057
23934.846,35059
30623.072,35061
55818.734,36001
32221.723,36003
43173.59,36005
41388.395,36007
38464.016,36009
37912.875,36011
34674.773,36013
40334.195,36015
36401.133,36017
43232.684,36019
34503.133,36021
35623.88,36023
33075.637,36025
48560.08,36027
45842.004,36029
34972.977,36031
41995.36,36033
33547.098,36035
38482.367,36037
37116.27,36039
29499.822,36041
31784.377,36043
47480.844,36045
37311.246,36047
34339.79,36049
35640.445,36051
34527.094,36053
49109.613,36055
37839.668,36057
56273.824,36059
116543.086,36061
41450.55,36063
41656.07,36065
47761.83,36067
38371.355,36069
42568.684,36071
42302.58,36073
40532.758,36075
37492.656,36077
41740.465,36079
44186.96,36081
43340.457,36083
39448.45,36085
53804.0,36087
39264.965,36089
39662.816,36091
53787.637,36093
35060.37,36095
27734.857,36097
37320.168,36099
53816.547,36101
52478.39,36103
37023.23,36105
46991.38,36107
41648.94,36109
38535.76,36111
39191.53,36113
39207.855,36115
41677.363,36117
65857.67,36119
42586.41,36121
31896.166,36123
36164.75,37001
30828.176,37003
26145.797,37005
37020.55,37007
27147.094,37009
25573.06,37011
33623.625,37013
31082.443,37015
32760.648,37017
31373.713,37019
36366.027,37021
32418.723,37023
39016.227,37025
34504.797,37027
33872.938,37029
28535.252,37031
27797.465,37033
40620.992,37035
24312.094,37037
27156.28,37039
32774.332,37041
26705.44,37043
35691.527,37045
32994.605,37047
43554.0,37049
49461.047,37051
29794.35,37053
30214.717,37055
29536.545,37057
31035.418,37059
35597.105,37061
63437.87,37063
38585.746,37065
46788.344,37067
32049.979,37069
36600.98,37071
31032.477,37073
30648.879,37075
41354.297,37077
26871.922,37079
45842.562,37081
33643.734,37083
29478.486,37085
32595.459,37087
36137.996,37089
35620.797,37091
27950.482,37093
32227.729,37095
40769.94,37097
32454.414,37099
33585.547,37101
33441.438,37103
41154.21,37105
36035.785,37107
35119.668,37109
33196.254,37111
29296.93,37113
24146.117,37115
33677.652,37117
60505.79,37119
30705.578,37121
33761.395,37123
36473.81,37125
39349.77,37127
40857.18,37129
33962.832,37131
44855.71,37133
48663.74,37135
29219.963,37137
37326.23,37139
30531.535,37141
29861.795,37143
35427.637,37145
40000.742,37147
31746.229,37149
34692.23,37151
34852.19,37153
32851.97,37155
34236.363,37157
43129.152,37159
32059.531,37161
38809.934,37163
35859.797,37165
33898.223,37167
25893.922,37169
32608.55,37171
32949.96,37173
28841.596,37175
31201.188,37177
39517.03,37179
37373.242,37181
49558.387,37183
30827.336,37185
30204.3,37187
32976.77,37189
38464.28,37191
34410.34,37193
43352.4,37195
30266.312,37197
25773.412,37199
31845.062,38001
31543.648,38003
37777.22,38005
28789.873,38007
34907.598,38009
33801.832,38011
32699.191,38013
36871.156,38015
41811.223,38017
40446.664,38019
38037.58,38021
31036.89,38023
28703.943,38025
28540.373,38027
37928.2,38029
38835.45,38031
23175.496,38033
37519.008,38035
31297.035,38037
26379.434,38039
34353.254,38041
25755.531,38043
45234.312,38045
31461.59,38047
31571.277,38049
26437.938,38051
34766.926,38053
40463.477,38055
48856.99,38057
37855.906,38059
32917.684,38061
30812.322,38063
49056.75,38065
42812.566,38067
26435.336,38069
33766.36,38071
33575.234,38073
40945.11,38075
37588.484,38077
34170.496,38079
53157.24,38081
30378.664,38083
36347.207,38085
43099.223,38087
34861.37,38089
40597.816,38091
41153.18,38093
34332.223,38095
38132.95,38097
34604.664,38099
38697.48,38101
35095.973,38103
42336.227,38105
29138.467,39001
41652.723,39003
34613.26,39005
31981.854,39007
35310.934,39009
38396.69,39011
32616.98,39013
26498.402,39015
43750.176,39017
27391.156,39019
34539.93,39021
36775.363,39023
38609.38,39025
46761.65,39027
32400.594,39029
32317.121,39031
32927.54,39033
54050.395,39035
31400.035,39037
40888.258,39039
42390.617,39041
41739.402,39043
31515.643,39045
33465.133,39047
51661.742,39049
38886.266,39051
37960.47,39053
36237.05,39055
46075.297,39057
32313.11,39059
56602.9,39061
42152.137,39063
33014.324,39065
31163.37,39067
39170.973,39069
34433.41,39071
31380.92,39073
33670.594,39075
38891.77,39077
32411.598,39079
40297.656,39081
34587.656,39083
42394.418,39085
28470.098,39087
36120.477,39089
42986.758,39091
41213.812,39093
45864.617,39095
38808.035,39097
37959.836,39099
39473.93,39101
36728.926,39103
25981.598,39105
35295.527,39107
38187.234,39109
29012.379,39111
48124.6,39113
25375.475,39115
27374.865,39117
35627.58,39119
31405.877,39121
37913.45,39123
32240.045,39125
32791.434,39127
39777.99,39129
39727.523,39131
38500.26,39133
33081.164,39135
33583.97,39137
39343.94,39139
41468.016,39141
38385.035,39143
35562.72,39145
35912.96,39147
46259.266,39149
39277.37,39151
46009.31,39153
44211.016,39155
36203.504,39157
58171.176,39159
36400.508,39161
34472.473,39163
41994.61,39165
38762.727,39167
38976.316,39169
37190.797,39171
46097.227,39173
37688.2,39175
27212.988,40001
25049.084,40003
26665.482,40005
24157.174,40007
37344.1,40009
25328.424,40011
28826.254,40013
27931.201,40015
33018.945,40017
37180.26,40019
29643.617,40021
27299.549,40023
24740.74,40025
33072.383,40027
20529.72,40029
42815.17,40031
25715.982,40033
30752.268,40035
31325.95,40037
31666.047,40039
25410.37,40041
21036.297,40043
23373.678,40045
36651.77,40047
35828.49,40049
27741.275,40051
25319.654,40053
25403.822,40055
23389.42,40057
27687.752,40059
24084.316,40061
23852.932,40063
38672.207,40065
28795.502,40067
28754.799,40069
42509.707,40071
32840.055,40073
24985.658,40075
38584.504,40077
30198.316,40079
23788.236,40081
21257.336,40083
26013.21,40085
28565.852,40087
32696.385,40089
23592.857,40091
25199.398,40093
29985.143,40095
32400.914,40097
28572.201,40099
36146.66,40101
32769.344,40103
21914.596,40105
25672.443,40107
51927.496,40109
29005.215,40111
22861.896,40113
31712.037,40115
29149.639,40117
33080.047,40119
36806.305,40121
31192.803,40123
31693.15,40125
26463.332,40127
25627.5,40129
34206.133,40131
30548.607,40133
28499.09,40135
37990.97,40137
36135.543,40139
29218.58,40141
51681.523,40143
28359.99,40145
41516.324,40147
27492.357,40149
23888.443,40151
38032.97,40153
26653.916,41001
40263.473,41003
41157.496,41005
34251.414,41007
33014.848,41009
33646.81,41011
33317.41,41013
28730.527,41015
37849.594,41017
34451.65,41019
32872.715,41021
28020.629,41023
27392.496,41025
30518.17,41027
37980.76,41029
34107.35,41031
31244.246,41033
35633.164,41035
30379.197,41037
37929.395,41039
32351.754,41041
40364.723,41043
32453.871,41045
41833.996,41047
47145.617,41049
51310.953,41051
32214.367,41053
35662.547,41055
32365.5,41057
38112.72,41059
32559.217,41061
24955.824,41063
35709.49,41065
56741.777,41067
15470.43,41069
36836.098,41071
33571.26,42001
56609.176,42003
36340.52,42005
40709.95,42007
34500.93,42009
44900.305,42011
39259.11,42013
37068.63,42015
48397.875,42017
42214.84,42019
36900.992,42021
36400.707,42023
37953.254,42025
40413.78,42027
63510.754,42029
34585.562,42031
36212.02,42033
35559.61,42035
36799.01,42037
34071.66,42039
47267.266,42041
51004.516,42043
51893.65,42045
37188.965,42047
40472.14,42049
34405.1,42051
37148.88,42053
39383.71,42055
40163.023,42057
41859.242,42059
35485.285,42061
41781.95,42063
33616.008,42065
30507.064,42067
39642.832,42069
42873.484,42071
39959.527,42073
38712.242,42075
51307.234,42077
43086.375,42079
37794.766,42081
37366.81,42083
36997.383,42085
34837.87,42087
39777.414,42089
66549.695,42091
45948.336,42093
44007.207,42095
38035.316,42097
29647.326,42099
64894.848,42101
32654.773,42103
43781.28,42105
37508.598,42107
34755.73,42109
34987.883,42111
26728.395,42113
26601.479,42115
32759.809,42117
40699.773,42119
36965.668,42121
36932.95,42123
43779.004,42125
36256.742,42127
40557.684,42129
42184.25,42131
43674.836,42133
37457.29,44001
45221.082,44003
50521.555,44005
51135.957,44007
41935.277,44009
30063.805,45001
42695.777,45003
40801.793,45005
34895.742,45007
28455.027,45009
32682.08,45011
39624.79,45013
39546.656,45015
32923.12,45017
44484.773,45019
38016.8,45021
37771.207,45023
34393.43,45025
29413.146,45027
30961.97,45029
41944.67,45031
32014.994,45033
36878.71,45035
32939.344,45037
40793.645,45039
40330.91,45041
33693.24,45043
44168.773,45045
39364.98,45047
37210.63,45049
34705.812,45051
37250.77,45053
36130.285,45055
37499.688,45057
36006.223,45059
30007.107,45061
36618.125,45063
28745.744,45065
28385.252,45067
39377.1,45069
34979.94,45071
41289.33,45073
35847.32,45075
34868.344,45077
47429.73,45079
30463.854,45081
44538.34,45083
38925.754,45085
34424.87,45087
33994.8,45089
40940.89,45091
31026.113,46003
37116.074,46005
28015.902,46007
33785.906,46009
37552.13,46011
40224.44,46013
31354.281,46015
39087.77,46017
28177.781,46019
34484.547,46021
32822.617,46023
33793.06,46025
29294.613,46027
34213.33,46029
35965.168,46031
23534.057,46033
36194.31,46035
28301.908,46037
32988.695,46039
36439.195,46041
44788.875,46043
39930.82,46045
39089.582,46047
39489.38,46049
34917.027,46051
30341.152,46053
31216.412,46055
40755.01,46057
35496.59,46059
33329.094,46061
27238.477,46063
39904.11,46065
35737.31,46067
32678.322,46069
28407.773,46071
36963.582,46073
36584.598,46075
41464.445,46077
35585.56,46079
30665.484,46081
31647.648,46083
31815.021,46085
33029.027,46087
35765.484,46089
35131.234,46091
25905.998,46093
33596.715,46095
34438.55,46097
43072.348,46099
41708.367,46101
40086.52,46103
23806.258,46105
40321.77,46107
32854.195,46109
39461.598,46111
37002.72,46113
43690.05,46115
26768.021,46117
60816.047,46119
36633.715,46121
31529.936,46123
36173.66,46125
46886.28,46127
27839.36,46129
37564.75,46135
31550.686,46137
45622.84,47001
32007.738,47003
24438.633,47005
22723.826,47007
42533.117,47009
41324.723,47011
32829.67,47013
20983.08,47015
27739.914,47017
26570.896,47019
31885.45,47021
26202.605,47023
27891.854,47025
20654.83,47027
27599.02,47029
39431.305,47031
30947.01,47033
29957.705,47035
55262.48,47037
29646.477,47039
32422.803,47041
31158.49,47043
34790.797,47045
20675.729,47047
26713.074,47049
30234.086,47051
33731.754,47053
29685.375,47055
24208.475,47057
34074.676,47059
21713.559,47061
37616.223,47063
45509.816,47065
19015.361,47067
36350.805,47069
30515.023,47071
31585.652,47073
34396.527,47075
31477.143,47077
31440.879,47079
25504.152,47081
21561.844,47083
37903.316,47085
17994.496,47087
32438.234,47089
28983.762,47091
41828.18,47093
33282.49,47095
34393.793,47097
27762.31,47099
23406.44,47101
27672.105,47103
35881.12,47105
35606.023,47107
33758.633,47109
24602.354,47111
41438.08,47113
30109.195,47115
32737.176,47117
41189.074,47119
19586.559,47121
34390.918,47123
34156.758,47125
30153.6,47127
27257.564,47129
39425.895,47131
25836.432,47133
28143.8,47135
22175.117,47137
27469.016,47139
35686.04,47141
37323.637,47143
50838.625,47145
33431.637,47147
45286.082,47149
29224.895,47151
26025.295,47153
32813.258,47155
52795.242,47157
29817.502,47159
36529.242,47161
43622.055,47163
41812.75,47165
33178.953,47167
13608.566,47169
41760.395,47171
29067.113,47173
21780.5,47175
32690.928,47177
36917.688,47179
29123.453,47181
31831.438,47183
27345.117,47185
52217.887,47187
38962.902,47189
38097.54,48001
44885.574,48003
38794.133,48005
26017.242,48007
30609.064,48009
31501.338,48011
27750.336,48013
35465.105,48015
35206.105,48017
19463.441,48019
26646.805,48021
28735.416,48023
31372.744,48025
48395.414,48027
45362.953,48029
20967.527,48031
28701.357,48033
23853.086,48035
40083.43,48037
41172.047,48039
36477.72,48041
30687.738,48043
28060.514,48045
29991.76,48047
30682.35,48049
26681.658,48051
27138.951,48053
24258.73,48055
51469.383,48057
22836.557,48059
30373.885,48061
30837.578,48063
66481.984,48065
31523.523,48067
59526.6,48069
47564.465,48071
30446.883,48073
29994.836,48075
21380.242,48077
43557.11,48079
19120.637,48081
21339.588,48083
51045.36,48085
30381.186,48087
28576.777,48089
34405.777,48091
26952.143,48093
23831.488,48095
33302.48,48097
30605.533,48099
29969.092,48101
48754.906,48103
26926.336,48105
39836.22,48107
25535.36,48109
42532.95,48111
63140.37,48113
39317.78,48115
38241.13,48117
17560.018,48119
39669.902,48121
26539.08,48123
23936.77,48125
29939.4,48127
25704.627,48129
25916.078,48131
29408.104,48133
44938.527,48135
14779.343,48137
36567.73,48139
40076.496,48141
27537.975,48143
23957.97,48145
26212.332,48147
27690.193,48149
32851.055,48151
37739.668,48153
23860.174,48155
41454.27,48157
25567.396,48159
30845.53,48161
31573.25,48163
39952.293,48165
42722.906,48167
33562.688,48169
25954.074,48171
50535.05,48173
19285.324,48175
26984.035,48177
44224.754,48179
36897.953,48181
42667.67,48183
32758.197,48185
34166.688,48187
34371.37,48189
29358.268,48191
25663.754,48193
45533.457,48195
27431.283,48197
31857.287,48199
68180.375,48201
37815.914,48203
53954.5,48205
30728.797,48207
31824.572,48209
40788.68,48211
26910.754,48213
31397.207,48215
27018.09,48217
38557.156,48219
31310.49,48221
29020.432,48223
31477.05,48225
39115.34,48227
39324.65,48229
35535.125,48231
45461.18,48233
33645.1,48235
30897.63,48237
31670.305,48239
31286.812,48241
26039.574,48243
48021.117,48245
26624.322,48247
35934.3,48249
32216.48,48251
29525.447,48253
25137.105,48255
33945.77,48257
36523.06,48259
51686.938,48261
16995.582,48263
31493.21,48265
20998.717,48267
21607.691,48269
26724.703,48271
35132.96,48273
36659.312,48275
33550.66,48277
36262.33,48279
26550.918,48281
30345.182,48283
23922.84,48285
28885.744,48287
30676.7,48289
33143.434,48291
29001.19,48293
32063.555,48295
33790.152,48297
29457.383,48299
25984.375,48301
36956.918,48303
51265.54,48305
27887.293,48307
37085.895,48309
22126.262,48311
31166.906,48313
24366.91,48315
38612.684,48317
18602.066,48319
38629.49,48321
28337.76,48323
25411.617,48325
16315.139,48327
53836.105,48329
32506.72,48331
20277.006,48333
32500.658,48335
25026.342,48337
40209.227,48339
43463.18,48341
46026.082,48343
23754.838,48345
33139.957,48347
28354.615,48349
26260.047,48351
31723.607,48353
44763.582,48355
43355.805,48357
42238.508,48359
38324.7,48361
33766.234,48363
34685.95,48365
27800.629,48367
39787.145,48369
36733.77,48371
30139.271,48373
40123.863,48375
35910.29,48377
21707.436,48379
33308.406,48381
43326.57,48383
17806.137,48385
23353.895,48387
33274.477,48389
28266.746,48391
18635.254,48393
28662.883,48395
33276.08,48397
28628.938,48399
37718.65,48401
39909.43,48403
25405.04,48405
20828.5,48407
40430.29,48409
20509.158,48411
22781.408,48413
39606.125,48415
27610.643,48417
31765.645,48419
57618.047,48421
40378.043,48423
55330.254,48425
22433.88,48427
33520.12,48429
32350.836,48431
21660.393,48433
42944.586,48435
37366.01,48437
50100.496,48439
37332.043,48441
20889.984,48443
38462.0,48445
25092.812,48447
35945.363,48449
34995.18,48451
51127.527,48453
21620.625,48455
27708.098,48457
28031.242,48459
39843.6,48461
29437.467,48463
37200.18,48465
25559.33,48467
41019.297,48469
34130.45,48471
41544.742,48473
41753.227,48475
30758.66,48477
34710.082,48479
31904.914,48481
33719.695,48483
41182.883,48485
33869.305,48487
33886.938,48489
45373.65,48491
22364.531,48493
43615.84,48495
36863.707,48497
27979.082,48499
55271.117,48501
31303.969,48503
37209.258,48505
22813.68,48507
32962.855,49001
42139.508,49003
31934.361,49005
38264.484,49007
31818.314,49009
38708.625,49011
38317.05,49013
38861.094,49015
24844.598,49017
27534.049,49019
28801.973,49021
31097.777,49023
27947.322,49025
37627.754,49027
27035.752,49029
22050.92,49031
22038.268,49033
47897.785,49035
28081.24,49037
26541.12,49039
30305.09,49041
34331.29,49043
39090.746,49045
43191.918,49047
37478.363,49049
28305.156,49051
32019.875,49053
25635.504,49055
38217.047,49057
33373.156,50001
35541.723,50003
32611.031,50005
47413.855,50007
29672.441,50009
38085.605,50011
25223.902,50013
32057.65,50015
29671.506,50017
34056.375,50019
36104.76,50021
40067.63,50023
35784.28,50025
36133.3,50027
33826.293,51001
30039.459,51007
34048.79,51009
27632.957,51011
84308.55,51013
35571.043,51017
32999.36,51021
32283.889,51023
31544.105,51025
41581.676,51027
27867.139,51029
29393.5,51033
35270.664,51036
25900.549,51037
41719.53,51041
32278.72,51043
19409.04,51045
37623.203,51047
30577.645,51049
34430.695,51051
30645.006,51057
35986.7,51061
21319.053,51063
29694.916,51065
29845.281,51067
34436.707,51071
29430.453,51073
50905.49,51075
22457.762,51077
32896.043,51079
32770.17,51083
40906.133,51085
54056.734,51087
16724.715,51091
38234.293,51093
28608.455,51097
59518.58,51099
39639.426,51101
31144.045,51103
27846.814,51105
56990.73,51107
35967.18,51109
27599.506,51111
24088.383,51113
20020.66,51115
30607.236,51117
28058.057,51119
27511.861,51125
34117.004,51127
38918.406,51131
27084.285,51133
34301.734,51135
33750.125,51137
30184.574,51139
27655.852,51141
33620.027,51145
30448.377,51147
38626.76,51155
26102.838,51157
33548.598,51159
29879.125,51167
25606.738,51169
32776.473,51171
32537.72,51173
51696.86,51179
63649.816,51181
35713.785,51183
33803.516,51185
33701.58,51187
25869.406,51193
31797.348,51197
72338.46,51510
40159.76,51550
50735.38,51650
49502.504,51700
58843.84,51710
55561.953,51740
64739.684,51760
47143.824,51770
41161.848,51800
42796.465,51810
41763.3,53001
34601.61,53003
50728.547,53005
35688.082,53007
33860.145,53009
43157.223,53011
36646.465,53013
43586.766,53015
33866.758,53017
29392.908,53019
42879.277,53021
30723.945,53023
39877.08,53025
37152.445,53027
40195.188,53029
29147.846,53031
63753.07,53033
46214.457,53035
34602.402,53037
33127.902,53039
36580.754,53041
32933.086,53043
35132.035,53045
31661.611,53047
29528.727,53049
38415.043,53051
48429.0,53053
25527.592,53055
41354.03,53057
31232.033,53059
50494.98,53061
41249.492,53063
31570.514,53065
45449.426,53067
26203.191,53069
39685.57,53071
39777.383,53073
41081.99,53075
38894.883,53077
25387.377,54001
40410.516,54003
51688.32,54005
30247.455,54007
35947.59,54009
39222.695,54011
24496.293,54013
40793.46,54015
20002.47,54017
34045.383,54019
30684.045,54021
38395.652,54023
32945.617,54025
24909.969,54027
37616.438,54029
29262.896,54031
42008.617,54033
34601.65,54035
33073.434,54037
47304.535,54039
33778.496,54041
32018.26,54043
39541.332,54045
39435.285,54047
38331.7,54049
35173.55,54051
37643.273,54053
34368.45,54055
35453.77,54057
49133.684,54059
42707.15,54061
24848.246,54063
34243.25,54065
34558.117,54067
38206.78,54069
29036.299,54071
41372.684,54073
28263.314,54075
30834.832,54077
44842.258,54079
38990.086,54081
32797.242,54083
28935.967,54085
23887.656,54087
26071.557,54089
27887.549,54091
25660.234,54093
35513.348,54095
33940.344,54097
42598.176,54099
35123.668,54101
28725.203,54103
20510.08,54105
38242.74,54107
39822.062,54109
29359.672,55001
36809.098,55003
32204.17,55005
23542.256,55007
46111.176,55009
34874.535,55011
26944.4,55013
31385.562,55015
35659.895,55017
31324.97,55019
37533.08,55021
27290.096,55023
47951.484,55025
38336.67,55027
30233.281,55029
38157.152,55031
35439.02,55033
39304.902,55035
23415.143,55037
42893.402,55039
30443.713,55041
33046.89,55043
33490.227,55045
33214.06,55047
34763.125,55049
23789.488,55051
36546.73,55053
37003.83,55055
35532.67,55057
39977.074,55059
40439.605,55061
39784.793,55063
31238.01,55065
34732.89,55067
36879.977,55069
41540.8,55071
41760.895,55073
36133.96,55075
29944.453,55077
39518.125,55078
53114.53,55079
35133.07,55081
30231.262,55083
32419.605,55085
45515.47,55087
43934.3,55089
31392.096,55091
29958.219,55093
32246.104,55095
38982.438,55097
32860.55,55099
48483.676,55101
29719.729,55103
42668.816,55105
29552.32,55107
35765.258,55109
37084.1,55111
33165.51,55113
31595.43,55115
45723.297,55117
33460.61,55119
36108.21,55121
28675.18,55123
36460.375,55125
36859.426,55127
31981.77,55129
41444.7,55131
51685.12,55133
36692.395,55135
32159.088,55137
48485.008,55139
47624.062,55141
34843.684,56001
31413.871,56003
58798.613,56005
41416.816,56007
41771.23,56009
30836.89,56011
33823.293,56013
29331.146,56015
29192.137,56017
29844.93,56019
42947.633,56021
41734.957,56023
49917.883,56025
26029.293,56027
34405.516,56029
33789.676,56031
38156.062,56033
51209.305,56035
55855.96,56037
40985.97,56039
43990.996,56041
35345.098,56043
30118.783,56045
